2024-10-25T18:26:44Z,41.770296,-70.503993
2024-10-25T18:26:57Z,41.770288,-70.503998
2024-10-25T18:27:09Z,41.770286,-70.503998
2024-10-25T18:27:21Z,41.770285,-70.504000
2024-10-25T18:27:33Z,41.770274,-70.504017
2024-10-25T18:27:45Z,41.770269,-70.504029
2024-10-25T18:27:57Z,41.770268,-70.504028
2024-10-25T18:28:09Z,41.770268,-70.504029
2024-10-25T18:28:21Z,41.770268,-70.504028
2024-10-25T18:28:33Z,41.770268,-70.504028
2024-10-25T18:28:45Z,41.770272,-70.504040
2024-10-25T18:28:57Z,41.770271,-70.504035
2024-10-25T18:29:09Z,41.770274,-70.504038
2024-10-25T18:29:21Z,41.770269,-70.504022
2024-10-25T18:29:33Z,41.770275,-70.504008
2024-10-25T18:29:45Z,41.770260,-70.503993
2024-10-25T18:29:57Z,41.770255,-70.503984
2024-10-25T18:30:09Z,41.770257,-70.503984
2024-10-25T18:30:21Z,41.770266,-70.503980
2024-10-25T18:30:33Z,41.770276,-70.504006
2024-10-25T18:30:45Z,41.770341,-70.503992
2024-10-25T18:30:57Z,41.770389,-70.503912
2024-10-25T18:31:09Z,41.770469,-70.503914
2024-10-25T18:31:21Z,41.770573,-70.503874
2024-10-25T18:31:33Z,41.770672,-70.503726
2024-10-25T18:31:46Z,41.770808,-70.503554
2024-10-25T18:31:59Z,41.770993,-70.503373
2024-10-25T18:32:11Z,41.771172,-70.503230
2024-10-25T18:32:23Z,41.771385,-70.503177
2024-10-25T18:32:35Z,41.771589,-70.503168
2024-10-25T18:32:47Z,41.771861,-70.503152
2024-10-25T18:32:59Z,41.772092,-70.503168
2024-10-25T18:33:11Z,41.772288,-70.503245
2024-10-25T18:33:23Z,41.772512,-70.503357
2024-10-25T18:33:35Z,41.772759,-70.503502
2024-10-25T18:33:47Z,41.773139,-70.503362
2024-10-25T18:33:59Z,41.773495,-70.502442
2024-10-25T18:34:11Z,41.773827,-70.501284
2024-10-25T18:34:23Z,41.774290,-70.500271
2024-10-25T18:34:35Z,41.774646,-70.499094
2024-10-25T18:34:47Z,41.775052,-70.497963
2024-10-25T18:34:59Z,41.775442,-70.496786
2024-10-25T18:35:11Z,41.775822,-70.495649
2024-10-25T18:35:23Z,41.776163,-70.494641
2024-10-25T18:35:35Z,41.776423,-70.493905
2024-10-25T18:35:47Z,41.776438,-70.493097
2024-10-25T18:35:59Z,41.776399,-70.492215
2024-10-25T18:36:11Z,41.776332,-70.491267
2024-10-25T18:36:23Z,41.776234,-70.490142
2024-10-25T18:36:35Z,41.776092,-70.489017
2024-10-25T18:36:46Z,41.775994,-70.487989
2024-10-25T18:37:01Z,41.775768,-70.486718
2024-10-25T18:37:21Z,41.775617,-70.485079
2024-10-25T18:37:41Z,41.775611,-70.483168
2024-10-25T18:38:01Z,41.775625,-70.481139
2024-10-25T18:38:11Z,41.775564,-70.480084
2024-10-25T18:38:31Z,41.775457,-70.477980
2024-10-25T18:38:51Z,41.775367,-70.475857
2024-10-25T18:39:01Z,41.775339,-70.474782
2024-10-25T18:39:21Z,41.775307,-70.472661
2024-10-25T18:39:31Z,41.775269,-70.471587
2024-10-25T18:39:51Z,41.775235,-70.469585
2024-10-25T18:40:11Z,41.775246,-70.467728
2024-10-25T18:40:31Z,41.775215,-70.465852
2024-10-25T18:40:51Z,41.775167,-70.463928
2024-10-25T18:41:11Z,41.775062,-70.461950
2024-10-25T18:41:21Z,41.775056,-70.460936
2024-10-25T18:41:46Z,41.775176,-70.458638
2024-10-25T18:42:06Z,41.775110,-70.456789
2024-10-25T18:42:26Z,41.775112,-70.454866
2024-10-25T18:42:46Z,41.775161,-70.453044
2024-10-25T18:43:06Z,41.775250,-70.451281
2024-10-25T18:43:16Z,41.775244,-70.450284
2024-10-25T18:43:36Z,41.775248,-70.448219
2024-10-25T18:43:56Z,41.775185,-70.446180
2024-10-25T18:44:06Z,41.775171,-70.445168
2024-10-25T18:44:26Z,41.775056,-70.443087
2024-10-25T18:44:46Z,41.775077,-70.441103
2024-10-25T18:44:56Z,41.775066,-70.440070
2024-10-25T18:45:16Z,41.775003,-70.437979
2024-10-25T18:45:36Z,41.775015,-70.435943
2024-10-25T18:45:46Z,41.775016,-70.434909
2024-10-25T18:45:56Z,41.774915,-70.433857
2024-10-25T18:46:16Z,41.774755,-70.431884
2024-10-25T18:46:36Z,41.774698,-70.429845
2024-10-25T18:46:53Z,41.774645,-70.428229
2024-10-25T18:47:14Z,41.774795,-70.426367
2024-10-25T18:47:34Z,41.774835,-70.425511
2024-10-25T18:47:44Z,41.774825,-70.425400
2024-10-25T18:48:04Z,41.774782,-70.425314
2024-10-25T18:48:24Z,41.774665,-70.425150
2024-10-25T18:48:34Z,41.774588,-70.424966
2024-10-25T18:48:54Z,41.774531,-70.424898
2024-10-25T18:49:14Z,41.774517,-70.424913
2024-10-25T18:49:34Z,41.774555,-70.424958
2024-10-25T18:49:54Z,41.774549,-70.424959
2024-10-25T18:50:14Z,41.774549,-70.424959
2024-10-25T18:50:34Z,41.774549,-70.424960
2024-10-25T18:50:54Z,41.774549,-70.424960
2024-10-25T18:51:14Z,41.774549,-70.424960
2024-10-25T18:53:25Z,41.774505,-70.424946
2024-10-25T18:53:25Z,41.774505,-70.424946***{"dl_lat": 41.774548483333334, "dl_lon": -70.42495945, "dl_utc_tg": "2024-10-25 18:51:24", "dl_speed": "0.0", "dl_filename": "2402774_BIL_20241013_124034.gps", "dl_vessel": "Maggie Sue"}
2024-10-25T18:53:25Z,41.774505,-70.424946***{"dl_lat": 41.774548483333334, "dl_lon": -70.42495945, "dl_utc_tg": "2024-10-25 18:51:24", "dl_speed": "0.0", "dl_filename": "2402774_BIL_20241013_124034.lid", "dl_vessel": "Maggie Sue"}
2024-10-25T18:53:36Z,41.774391,-70.424829
2024-10-25T18:53:56Z,41.774382,-70.424827
2024-10-25T18:54:16Z,41.774375,-70.424828
2024-10-25T18:54:36Z,41.774362,-70.424825
